NumberOfVehicles,CrashDate,CrashTime,DayOfWeek,TypeOfCollision,LocationOfFirstHarmfulEvent,RoadwaySurfaceType,RoadwayDefect,LightCondition_Category,LightCondition_Value,RoadwayDescription,WorkZoneLocation,WeatherCondition,RoadwayAlignment,WorkZoneWorkersPresent,SchoolZone,IntersectionType,WorkZoneType,TrafficControlType,RoadwaySurfaceCondition,RelationToRoadway_Category,RelationToRoadway_Value,TrafficControlMechanicalDevice,WorkZoneRelated,Year,Meteorological Season,MonthName,DaytimeNighttime_NHTSA,ThreeHourLabel,Hour,CrashType,AlcoholInvolved,SpeedRelated,CommercialMotorVehiclesInvolved,PedestrianInvolved,BicycleInvolved,MotorcycleInvolved,MopedInvolved,TrainRelated,SchoolZoneInvolved,TeenDriverInvolved,DistractedDriverInvolved,DriverTextingInvolved,DriverUsingCellPhone,Single_Multi_Vehicle,Jurisdiction,TownName,LocationTypeName,Latitude,Longitude,Interstate_NonInterstate,RoadName,RouteNumber,RouteName,MileMarker,FunctionalClassCode,AtIntersection,SecondaryLocation,MatureDriverInvolved,MatureDriverFatalities,MatureDriverInjuries,LargeTruckInvolved,PedestrianFatalities,PedestrianInjuries,MotorcycleFatalities,MotorcycleInjuries,BicycleFatalities,BicycleInjuries,DistractedDriverFatalities,DistractedDriverInjuries,UnrestrainedInjuries,Number_Of_Fatalities,Number_Of_Injuries,Crash_UID,Is_Fatal,Is_Severe,Is_Minor,SeverityLabel
1,2024-07-20,18:07:00,Saturday,Fixed Object - Off Road,Shoulder,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,Rain,Straight - Level,Not Provided,No,Not at Intersection,Not Provided,No Traffic Control,Wet,Intersection Area,Non-Intersection,No Traffic Control Device Present,No,2024,Summer,July,Nighttime,6:00pm - 8:59pm,18,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Portsmouth City,,Urban,36.86384,-76.35142,Non-Interstate,VA-164W,164.0,VA-164,5.44,Other Freeways and Expressways,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c1577873,0,0,1,Minor
1,2022-04-09,16:00:00,Saturday,Non-Collision,Shoulder,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Curve - Level,Not Provided,No,Not at Intersection,Not Provided,No Passing Lines,Dry,Intersection Area,Non-Intersection,Yes - Working and Obscured,No,2022,Spring,April,Daytime,3:00pm - 5:59pm,16,Injury Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Grayson County,,Rural,36.62057,-80.96989,Non-Interstate,SC-622N (GRAYSON COUNTY),622.0,DELHART RD,5.87,Major Collector,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,1,0,2,c4540112,0,1,0,Severe
1,2023-02-15,13:40:00,Wednesday,Fixed Object - Off Road,Median,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Grade - Straight,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2023,Winter,February,Daytime,Noon - 2:59pm,13,Property Damage Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Tazewell County,,Urban,37.1812,-81.43111,Non-Interstate,US-19N,19.0,GOVERNOR G C PEERY HWY,77.51,Other Principal Arterial,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c0245897,0,0,1,Minor
1,2022-06-24,00:38:00,Friday,Fixed Object - Off Road,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Lighted,"One-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),On/Off Ramp,Not Provided,No,Two Approaches,Not Provided,Traffic Lanes Marked,Dry,Interchange Area,On Entrance/Exit Ramp,Yes - Working,No,2022,Summer,June,Nighttime,Midnight - 2:59am,0,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Amherst County,,Rural,37.40838,-79.08603,Non-Interstate,VA-210E,210.0,OLD TOWN CONNECTOR,2.79,Minor Arterial,At Intersection,MONACON PKWY RAMP,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c4708026,0,0,1,Minor
2,2024-10-29,15:05:00,Tuesday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2024,Autumn,October,Daytime,3:00pm - 5:59pm,15,Injury Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Fairfax County,,Urban,38.90203,-77.21538,Interstate,I-495N,495.0,I-495,10.15,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,1,c9824117,0,0,1,Minor
1,2022-12-25,18:00:00,Sunday,Fixed Object - Off Road,Roadside,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Three Approaches,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Within Intersection,Yes - Working,No,2022,Winter,December,Nighttime,6:00pm - 8:59pm,18,Injury Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Culpeper County,Culpeper,Urban,38.4467,-78.00779,Non-Interstate,BUS US-15N (4 TOWN OF CULPEPER),15.0,JAMES MADISON HWY,0.06,Minor Arterial,At Intersection,JAMES MADISON HWY RAMP,No,0,0,No,0,0,0,0,0,0,0,0,0,0,1,c4591119,0,0,1,Minor
2,2024-07-20,23:41:00,Saturday,Angle,On Roadway,Concrete,No Defects,Darkness,Darkness - Road Lighted,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2024,Summer,July,Nighttime,9:00pm - 11:59pm,23,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Prince William County,Haymarket,Urban,38.81393,-77.6321,Interstate,I-66E,66.0,I-66,40.93,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c5959157,0,0,1,Minor
2,2024-12-11,16:27:00,Wednesday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Dusk,Dusk,"Two-Way, Divided, Unprotected Median",Not Provided,Rain,Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Wet,Interchange Area,Main-Line Roadway,Yes - Working,No,2024,Winter,December,Daytime,3:00pm - 5:59pm,16,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Fairfax County,Herndon,Urban,38.96357,-77.40021,Non-Interstate,VA-228N,228.0,HERNDON PKWAY,0.29,Minor Arterial,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c8037734,0,0,1,Minor
3,2022-10-24,17:30:00,Monday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Dusk,Dusk,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,Traffic Signal,Dry,Intersection Area,Intersection Related - Within 150 Feet,Yes - Working,No,2022,Autumn,October,Daytime,3:00pm - 5:59pm,17,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Prince William County,,Rural,38.87165,-77.63545,Non-Interstate,US-15S,15.0,JAMES MADISON HWY,199.76,Other Principal Arterial,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c3924201,0,0,1,Minor
2,2024-06-21,14:57:00,Friday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Interchange Area,Main-Line Roadway,Yes - Working,No,2024,Summer,June,Daytime,Noon - 2:59pm,14,Property Damage Crash,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Multiple Vehicle Crashes,Fairfax County,,Urban,38.8641,-77.39449,Non-Interstate,SC-4978W (FAIRFAX COUNTY),4978.0,MELVILLE LN,1.97,Minor Collector,At Intersection,MIDSTONE LN,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c1720046,0,0,1,Minor
2,2022-03-14,08:07:00,Monday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Two Approaches,Not Provided,Stop Sign,Dry,Intersection Area,Within Intersection,Yes - Working,No,2022,Spring,March,Daytime,6:00am - 8:59am,8,Injury Crash,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Hampton City,,Urban,37.03026,-76.35052,Non-Interstate,VA-134W,134.0,ARMISTEAD AVE,11.72,Minor Arterial,At Intersection,SPRINGFIELD AVE,No,0,0,No,0,0,0,0,0,0,0,0,0,0,2,c7757284,0,1,0,Severe
2,2022-04-12,14:25:00,Tuesday,Sideswipe - Same Direction,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,Traffic Signal,Dry,Intersection Area,Intersection Related - Within 150 Feet,Yes - Working,No,2022,Spring,April,Daytime,Noon - 2:59pm,14,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Prince William County,,Urban,38.77577,-77.50374,Non-Interstate,BUS VA-234N (1 CITY OF MANASSAS),234.0,SUDLEY RD,5.17,Minor Arterial,At Intersection,IRONGATE WAY,Yes,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c4577067,0,0,1,Minor
3,2023-02-17,15:03:00,Friday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2023,Winter,February,Daytime,3:00pm - 5:59pm,15,Property Damage Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,New Kent County,,Rural,37.48583,-76.9517,Interstate,I-64W,64.0,I-64,218.91,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c8928724,0,0,1,Minor
2,2024-12-30,19:53:00,Monday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Lighted,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,Traffic Signal,Dry,Intersection Area,Intersection Related - Within 150 Feet,Yes - Working,No,2024,Winter,December,Nighttime,6:00pm - 8:59pm,19,Injury Crash,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Multiple Vehicle Crashes,James City County,,Urban,37.34028,-76.75475,Non-Interstate,US-60E,60.0,RICHMOND RD,234.21,Other Principal Arterial,At Intersection,LIGHTFOOT RD,No,0,0,No,0,0,0,0,0,0,0,0,1,0,1,c7056378,0,0,1,Minor
2,2023-05-05,23:14:00,Friday,Sideswipe - Same Direction,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Signal,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2023,Spring,May,Nighttime,9:00pm - 11:59pm,23,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Henrico County,,Urban,37.65996,-77.61948,Interstate,I-64W,64.0,I-64,177.09,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c8662995,0,0,1,Minor
2,2022-05-25,09:30:00,Wednesday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Not Provided,Rain,Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Signal,Wet,Intersection Area,Non-Intersection,Yes - Working,No,2022,Spring,May,Daytime,9:00am - 11:59am,9,Injury Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Suffolk City,,Urban,36.89104,-76.42758,Interstate,I-664N,664.0,I-664,11.79,Interstate,Not at Intersection,,Yes,0,1,No,0,0,0,0,0,0,0,0,0,0,1,c1640397,0,0,1,Minor
2,2022-09-22,17:25:00,Thursday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Grade - Straight,Not Provided,No,Four Approaches,Not Provided,No Traffic Control,Dry,Intersection Area,Intersection Related - Within 150 Feet,No Traffic Control Device Present,No,2022,Autumn,September,Daytime,3:00pm - 5:59pm,17,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Roanoke County,,Urban,37.23416,-80.00694,Non-Interstate,BRAMBLETON AVE (PR - ROANOKE COUNTY),221.0,BRAMBLETON AVE,0.98,Minor Arterial,At Intersection,GARST MILL RD,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c8141855,0,0,1,Minor
2,2022-09-24,04:46:00,Saturday,Sideswipe - Same Direction,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Lighted,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Grade - Straight,Not Provided,No,Not at Intersection,Not Provided,Highway Safety Corridor,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2022,Autumn,September,Nighttime,3:00am - 5:59am,4,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Multiple Vehicle Crashes,Prince William County,,Urban,38.61574,-77.29979,Interstate,I-95S DIST/COLL AT MP156,95.0,I-95 RAMP,1.53,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c3781277,0,0,1,Minor
2,2023-05-02,18:34:00,Tuesday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,Traffic Signal,Dry,Intersection Area,Intersection Related - Within 150 Feet,Yes - Working,No,2023,Spring,May,Nighttime,6:00pm - 8:59pm,18,Injury Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Henrico County,,Urban,37.60591,-77.4499,Non-Interstate,US-301S,301.0,CHAMBERLAYNE RD,79.8,Other Principal Arterial,At Intersection,WILMER AVE,No,0,0,No,0,0,0,0,0,0,0,0,0,0,2,c2688321,0,1,0,Severe
2,2024-03-12,08:55:00,Tuesday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"One-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Two Approaches,Not Provided,Pedestrian Crosswalk,Dry,Interchange Area,Acceleration/Deceleration Lanes,Yes - Working,No,2024,Spring,March,Daytime,6:00am - 8:59am,8,Property Damage Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Arlington County,,Urban,38.87387,-77.08269,Non-Interstate,US-50E RAMP 84A,50.0,ARLINGTON BLVD RAMP,0.11,Other Freeways and Expressways,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c3131145,0,0,1,Minor
2,2022-10-16,21:25:00,Sunday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Divided, Positive Median Barrier",Not Provided,Rain,Grade - Straight,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Wet,Intersection Area,Non-Intersection,Yes - Working,No,2022,Autumn,October,Nighttime,9:00pm - 11:59pm,21,Property Damage Crash,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Multiple Vehicle Crashes,Spotsylvania County,,Urban,38.23674,-77.49877,Interstate,I-95S,95.0,I-95,126.28,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c4968830,0,0,1,Minor
1,2023-12-19,06:09:00,Tuesday,Deer,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Interchange Area,Main-Line Roadway,Yes - Working,No,2023,Winter,December,Daytime,6:00am - 8:59am,6,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Stafford County,,Rural,38.36082,-77.45758,Non-Interstate,US-1N,1.0,CAMBRIDGE ST,151.63,Other Principal Arterial,At Intersection,MICHAEL ST,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c7110245,0,0,1,Minor
3,2024-02-23,00:05:00,Friday,Rear End,Shoulder,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Lighted,"One-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,One Way Road or Street,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2024,Winter,February,Nighttime,Midnight - 2:59am,0,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Multiple Vehicle Crashes,Newport News City,,Urban,36.98833,-76.43209,Non-Interstate,US-60P(3),60.0,WARWICK BLVD,1.73,Other Principal Arterial,Not at Intersection,,Yes,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c1874090,0,0,1,Minor
1,2024-01-07,16:10:00,Sunday,Fixed Object - Off Road,Roadside,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Grade - Straight,Not Provided,No,Not at Intersection,Not Provided,No Passing Lines,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2024,Winter,January,Daytime,3:00pm - 5:59pm,16,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Hampton City,,Urban,36.9896,-76.30818,Interstate,I-64E,64.0,I-64,270.52,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c5250971,0,0,1,Minor
1,2023-02-09,00:45:00,Thursday,Deer,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2023,Winter,February,Nighttime,Midnight - 2:59am,0,Injury Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Amelia County,,Rural,37.33845,-77.88379,Non-Interstate,VA-153S,153.0,MILITARY RD,15.7,Minor Arterial,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,1,c2891516,0,0,1,Minor
2,2024-04-03,09:53:00,Wednesday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,Mist,On/Off Ramp,Not Provided,No,Two Approaches,Not Provided,Stop Sign,Wet,Interchange Area,On Entrance/Exit Ramp,Yes - Working,No,2024,Spring,April,Daytime,9:00am - 11:59am,9,Injury Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Fredericksburg City,,Urban,38.29553,-77.48318,Non-Interstate,VA-3W,3.0,WILLIAM ST,33.24,Other Principal Arterial,At Intersection,JEFFERSON DAVIS HWY,Yes,0,1,No,0,0,0,0,0,0,0,0,0,0,2,c4562151,0,1,0,Severe
2,2024-10-29,07:49:00,Tuesday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,No Traffic Control Device Present,No,2024,Autumn,October,Daytime,6:00am - 8:59am,7,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Va. Beach City,,Urban,36.84295,-76.09126,Non-Interstate,LITTLE NECK RD (NP - CITY OF VIRGINIA BEACH),0.0,LITTLE NECK RD,0.09,Major Collector,Not at Intersection,,Yes,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c2549735,0,0,1,Minor
1,2023-08-08,07:11:00,Tuesday,Fixed Object - Off Road,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,Rain,Straight - Level,Not Provided,No,Three Approaches,Not Provided,Traffic Signal,Wet,Intersection Area,Within Intersection,Yes - Working,No,2023,Summer,August,Daytime,6:00am - 8:59am,7,Property Damage Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Henrico County,,Urban,37.62058,-77.58427,Non-Interstate,CR-7514N (HENRICO COUNTY),7514.0,GASKINS RD,2.81,Minor Arterial,At Intersection,RIDGEFIELD PKWY,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c3896337,0,0,1,Minor
1,2024-06-22,04:05:00,Saturday,Fixed Object - Off Road,Roadside,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Not Lighted,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,No Passing Lines,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2024,Summer,June,Nighttime,3:00am - 5:59am,4,Injury Crash,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Single Vehicle Crashes,Campbell County,,Rural,37.23994,-79.21357,Non-Interstate,VA-24W,24.0,COLONIAL HWAY,45.51,Minor Arterial,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,1,1,0,1,c0559409,0,0,1,Minor
1,2023-08-04,22:42:00,Friday,Fixed Object - Off Road,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Lighted,"Two-Way, Not Divided",Not Provided,No Adverse Condition (Clear/Cloud),Grade - Straight,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Interchange Area,Main-Line Roadway,No Traffic Control Device Present,No,2023,Summer,August,Nighttime,9:00pm - 11:59pm,22,Injury Crash,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Single Vehicle Crashes,Albemarle County,,Rural,38.05246,-78.70831,Non-Interstate,SC-1815N (ALBEMARLE COUNTY),1815.0,OLD TRAIL DR,0.12,Local,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,1,c7388284,0,0,1,Minor
2,2023-03-28,21:38:00,Tuesday,Sideswipe - Same Direction,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Lighted,"Two-Way, Divided, Positive Median Barrier",Not Provided,Rain,Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Wet,Intersection Area,Non-Intersection,Yes - Working,No,2023,Spring,March,Nighttime,9:00pm - 11:59pm,21,Property Damage Crash,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Va. Beach City,,Urban,36.84617,-76.18007,Interstate,I-264W DIST/COLL AT MP13,264.0,I-264 RAMP,0.34,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c8150465,0,0,1,Minor
1,2024-12-29,17:49:00,Sunday,Non-Collision,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Darkness,Darkness - Road Lighted,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Four Approaches,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Intersection Related - Within 150 Feet,Yes - Working,No,2024,Winter,December,Daytime,3:00pm - 5:59pm,17,Injury Crash,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Single Vehicle Crashes,Poquoson City,,Urban,37.12384,-76.3912,Non-Interstate,VA-171E,171.0,LITTLE FLORIDA RD,6.11,Major Collector,At Intersection,WYTHE CREEK RD,No,0,0,No,0,0,0,1,0,0,0,0,0,0,1,c7486325,0,0,1,Minor
2,2022-08-03,15:51:00,Wednesday,Angle,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Unprotected Median",Not Provided,No Adverse Condition (Clear/Cloud),Grade - Straight,Not Provided,No,Four Approaches,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Within Intersection,Yes - Working,No,2022,Summer,August,Daytime,3:00pm - 5:59pm,15,Injury Crash,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Multiple Vehicle Crashes,Spotsylvania County,,Urban,38.24089,-77.53741,Non-Interstate,VA-208S,208.0,COURTHOUSE RD,44.4,Minor Arterial,At Intersection,BRECKENRIDGE DR,No,0,0,No,0,0,0,0,0,0,0,0,0,0,2,c6030281,0,1,0,Severe
4,2024-08-14,08:50:00,Wednesday,Rear End,On Roadway,"Blacktop, Asphalt, Bituminous",No Defects,Daylight,Daylight,"Two-Way, Divided, Positive Median Barrier",Not Provided,No Adverse Condition (Clear/Cloud),Straight - Level,Not Provided,No,Not at Intersection,Not Provided,Traffic Lanes Marked,Dry,Intersection Area,Non-Intersection,Yes - Working,No,2024,Summer,August,Daytime,6:00am - 8:59am,8,Property Damage Crash,No,No,No,No,No,No,No,No,No,No,No,No,No,Multiple Vehicle Crashes,Richmond City,,Urban,37.58729,-77.477,Interstate,I-64E,64.0,I-64,187.03,Interstate,Not at Intersection,,No,0,0,No,0,0,0,0,0,0,0,0,0,0,0,c1073824,0,0,1,Minor
